Genes,PathwayID,PathwayName
ERBIN,"{'R-HSA-9006934', 'R-HSA-5663202', 'R-HSA-9716542'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Signaling by Receptor Tyrosine Kinases', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
ERCC1,"{'R-HSA-5696398', 'R-HSA-6783310', 'R-HSA-5693532'}","{'DNA Double-Strand Break Repair', 'Fanconi Anemia Pathway', 'Nucleotide Excision Repair'}"
ERCC2,"{'R-HSA-5663205', 'R-HSA-212165', 'R-HSA-72086', 'R-HSA-5696398', 'R-HSA-73864', 'R-HSA-73857', 'R-HSA-2564830'}","{'Nucleotide Excision Repair', 'RNA Polymerase I Transcription', 'Infectious disease', 'RNA Polymerase II Transcription', 'Cytosolic iron-sulfur cluster assembly', 'Epigenetic regulation of gene expression', 'mRNA Capping'}"
ERCC3,"{'R-HSA-5663205', 'R-HSA-212165', 'R-HSA-72086', 'R-HSA-5696398', 'R-HSA-73864', 'R-HSA-73857'}","{'Nucleotide Excision Repair', 'RNA Polymerase I Transcription', 'Infectious disease', 'RNA Polymerase II Transcription', 'Epigenetic regulation of gene expression', 'mRNA Capping'}"
ERCC4,"{'R-HSA-5696398', 'R-HSA-6783310', 'R-HSA-5693532'}","{'DNA Double-Strand Break Repair', 'Fanconi Anemia Pathway', 'Nucleotide Excision Repair'}"
ERCC5,{'R-HSA-5696398'},{'Nucleotide Excision Repair'}
ERCC6,"{'R-HSA-5696398', 'R-HSA-212165', 'R-HSA-73864'}","{'Epigenetic regulation of gene expression', 'RNA Polymerase I Transcription', 'Nucleotide Excision Repair'}"
ERCC6L,"{'R-HSA-69620', 'R-HSA-9716542', 'R-HSA-69278'}","{'Cell Cycle Checkpoints', 'Cell Cycle, Mitotic', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
ERCC8,"{'R-HSA-5696398', 'R-HSA-597592'}","{'Post-translational protein modification', 'Nucleotide Excision Repair'}"
EREG,"{'R-HSA-5663202', 'R-HSA-9006927', 'R-HSA-9006934', 'R-HSA-9006925', 'R-HSA-9006931', 'R-HSA-5683057', 'R-HSA-199991'}","{'Signaling by Non-Receptor Tyrosine Kinases', 'Intracellular signaling by second messengers', 'MAPK family signaling cascades', 'Membrane Trafficking', 'Diseases of signal transduction by growth factor receptors and second messengers', 'Signaling by Nuclear Receptors', 'Signaling by Receptor Tyrosine Kinases'}"
ERF,{'R-HSA-2262752'},{'Cellular responses to stress'}
ERI1,{'R-HSA-72312'},{'rRNA processing'}
ERLEC1,"{'R-HSA-5663202', 'R-HSA-5619115', 'R-HSA-382556', 'R-HSA-5358351'}","{'ABC-family proteins mediated transport', 'Disorders of transmembrane transporters', 'Signaling by Hedgehog', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
ERLIN1,"{'R-HSA-5619115', 'R-HSA-382556'}","{'ABC-family proteins mediated transport', 'Disorders of transmembrane transporters'}"
ERLIN2,"{'R-HSA-5663202', 'R-HSA-5619115', 'R-HSA-382556'}","{'ABC-family proteins mediated transport', 'Disorders of transmembrane transporters', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
ERN1,{'R-HSA-2262752'},{'Cellular responses to stress'}
ERO1A,{'R-HSA-2262752'},{'Cellular responses to stress'}
ERO1B,{'R-HSA-2980736'},{'Peptide hormone metabolism'}
ERP44,{'R-HSA-168249'},{'Innate Immune System'}
ESAM,{'R-HSA-202733'},{'Cell surface interactions at the vascular wall'}
ESCO1,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
ESCO2,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
ESD,{'R-HSA-211859'},{'Biological oxidations'}
ESPL1,{'R-HSA-69278'},"{'Cell Cycle, Mitotic'}"
ESPN,{'R-HSA-9659379'},{'Sensory processing of sound'}
ESPNL,{'R-HSA-9659379'},{'Sensory processing of sound'}
ESR1,"{'R-HSA-5663202', 'R-HSA-597592', 'R-HSA-9006934', 'R-HSA-9006925', 'R-HSA-9006931', 'R-HSA-73857'}","{'Intracellular signaling by second messengers', 'Post-translational protein modification', 'RNA Polymerase II Transcription', 'Diseases of signal transduction by growth factor receptors and second messengers', 'Signaling by Nuclear Receptors', 'Signaling by Receptor Tyrosine Kinases'}"
ESR2,"{'R-HSA-5663202', 'R-HSA-9006931', 'R-HSA-73857', 'R-HSA-9006925'}","{'Intracellular signaling by second messengers', 'RNA Polymerase II Transcription', 'Signaling by Nuclear Receptors', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
ESRP1,"{'R-HSA-9006934', 'R-HSA-5663202'}","{'Signaling by Receptor Tyrosine Kinases', 'Diseases of signal transduction by growth factor receptors and second messengers'}"
ESRP2,{'R-HSA-9006934'},{'Signaling by Receptor Tyrosine Kinases'}
ESRRA,"{'R-HSA-1592230', 'R-HSA-556833', 'R-HSA-73857'}","{'Metabolism of lipids', 'RNA Polymerase II Transcription', 'Mitochondrial biogenesis'}"
ESRRB,{'R-HSA-73857'},{'RNA Polymerase II Transcription'}
ESRRG,{'R-HSA-73857'},{'RNA Polymerase II Transcription'}
ESYT1,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
ETF1,"{'R-HSA-927802', 'R-HSA-9675108', 'R-HSA-72766', 'R-HSA-597592'}","{'Translation', 'Nonsense-Mediated Decay (NMD)', 'Post-translational protein modification', 'Nervous system development'}"
ETFA,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
ETFB,"{'R-HSA-1428517', 'R-HSA-597592'}","{'The citric acid (TCA) cycle and respiratory electron transport', 'Post-translational protein modification'}"
ETFBKMT,{'R-HSA-597592'},{'Post-translational protein modification'}
ETFDH,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
ETHE1,{'R-HSA-71291'},{'Metabolism of amino acids and derivatives'}
ETNK1,{'R-HSA-556833'},{'Metabolism of lipids'}
ETNK2,{'R-HSA-556833'},{'Metabolism of lipids'}
ETNPPL,{'R-HSA-556833'},{'Metabolism of lipids'}
ETS1,{'R-HSA-2262752'},{'Cellular responses to stress'}
ETS2,{'R-HSA-2262752'},{'Cellular responses to stress'}
ETV4,{'R-HSA-5683057'},{'MAPK family signaling cascades'}
ETV6,{'R-HSA-5663202'},{'Diseases of signal transduction by growth factor receptors and second messengers'}
EVA1A,"{'R-HSA-381426', 'R-HSA-597592'}","{'Post-translational protein modification', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)'}"
EVC,{'R-HSA-5358351'},{'Signaling by Hedgehog'}
EVC2,{'R-HSA-5358351'},{'Signaling by Hedgehog'}
EVL,"{'R-HSA-1280218', 'R-HSA-9716542', 'R-HSA-9675108'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Nervous system development', 'Adaptive Immune System'}"
EVPL,{'R-HSA-6805567'},{'Keratinization'}
EXO1,"{'R-HSA-69620', 'R-HSA-5358508', 'R-HSA-5693532', 'R-HSA-9675135', 'R-HSA-73857'}","{'DNA Double-Strand Break Repair', 'Mismatch Repair', 'Diseases of DNA repair', 'RNA Polymerase II Transcription', 'Cell Cycle Checkpoints'}"
EXOC1,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOC2,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOC3,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOC4,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOC5,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOC6,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOC7,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOC8,"{'R-HSA-2980736', 'R-HSA-5617833', 'R-HSA-199991'}","{'Peptide hormone metabolism', 'Membrane Trafficking', 'Cilium Assembly'}"
EXOSC1,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC10,{'R-HSA-72312'},{'rRNA processing'}
EXOSC2,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC3,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC4,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC5,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC6,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC7,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC8,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXOSC9,"{'R-HSA-2262752', 'R-HSA-72312', 'R-HSA-429914', 'R-HSA-450531'}","{'Regulation of mRNA stability by proteins that bind AU-rich elements', 'rRNA processing', 'Deadenylation-dependent mRNA decay', 'Cellular responses to stress'}"
EXT1,"{'R-HSA-5668914', 'R-HSA-71387'}","{'Diseases of metabolism', 'Metabolism of carbohydrates'}"
EXT2,"{'R-HSA-5668914', 'R-HSA-71387'}","{'Diseases of metabolism', 'Metabolism of carbohydrates'}"
EXTL1,{'R-HSA-2262752'},{'Cellular responses to stress'}
EXTL2,{'R-HSA-2262752'},{'Cellular responses to stress'}
EXTL3,{'R-HSA-2262752'},{'Cellular responses to stress'}
EYA1,{'R-HSA-5693532'},{'DNA Double-Strand Break Repair'}
EYA2,{'R-HSA-5693532'},{'DNA Double-Strand Break Repair'}
EYA3,{'R-HSA-5693532'},{'DNA Double-Strand Break Repair'}
EYA4,{'R-HSA-5693532'},{'DNA Double-Strand Break Repair'}
EZH2,"{'R-HSA-5619507', 'R-HSA-3247509', 'R-HSA-5663205', 'R-HSA-212165', 'R-HSA-9645723', 'R-HSA-2262752', 'R-HSA-9006925', 'R-HSA-73857'}","{'Cellular responses to stress', 'Diseases of programmed cell death', 'Intracellular signaling by second messengers', 'Activation of HOX genes during differentiation', 'Infectious disease', 'RNA Polymerase II Transcription', 'Epigenetic regulation of gene expression', 'Chromatin modifying enzymes'}"
EZR,"{'R-HSA-9659379', 'R-HSA-9675108'}","{'Nervous system development', 'Sensory processing of sound'}"
Erythrocyte-binding antigen 175,{'R-HSA-202733'},{'Cell surface interactions at the vascular wall'}
F,{'R-HSA-5663205'},{'Infectious disease'}
F10,"{'R-HSA-9671793', 'R-HSA-597592', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Diseases of hemostasis', 'Post-translational protein modification'}"
F11,"{'R-HSA-9671793', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Diseases of hemostasis'}"
F11R,"{'R-HSA-9006936', 'R-HSA-216083', 'R-HSA-446728', 'R-HSA-202733'}","{'Signaling by TGFB family members', 'Cell surface interactions at the vascular wall', 'Cell junction organization', 'Integrin cell surface interactions'}"
F12,"{'R-HSA-9671793', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Diseases of hemostasis'}"
F13A1,"{'R-HSA-1280215', 'R-HSA-76002', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Platelet activation, signaling and aggregation', 'Cytokine Signaling in Immune system'}"
F13B,{'R-HSA-140877'},{'Formation of Fibrin Clot (Clotting Cascade)'}
F2,"{'R-HSA-372790', 'R-HSA-597592', 'R-HSA-168249', 'R-HSA-140877', 'R-HSA-9671793', 'R-HSA-202733', 'R-HSA-381426', 'R-HSA-76002'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Signaling by GPCR', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'Diseases of hemostasis', 'Platelet activation, signaling and aggregation', 'Post-translational protein modification', 'Innate Immune System', 'Cell surface interactions at the vascular wall'}"
F2R,"{'R-HSA-372790', 'R-HSA-76002', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Platelet activation, signaling and aggregation', 'Signaling by GPCR'}"
F2RL1,{'R-HSA-372790'},{'Signaling by GPCR'}
F2RL2,"{'R-HSA-372790', 'R-HSA-76002'}","{'Platelet activation, signaling and aggregation', 'Signaling by GPCR'}"
F2RL3,"{'R-HSA-372790', 'R-HSA-76002'}","{'Platelet activation, signaling and aggregation', 'Signaling by GPCR'}"
F3,"{'R-HSA-9006934', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Signaling by Receptor Tyrosine Kinases'}"
F5,"{'R-HSA-597592', 'R-HSA-140877', 'R-HSA-381426', 'R-HSA-76002', 'R-HSA-199991'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'Membrane Trafficking', 'Platelet activation, signaling and aggregation', 'Post-translational protein modification'}"
F7,"{'R-HSA-597592', 'R-HSA-1368108', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Post-translational protein modification', 'BMAL1:CLOCK,NPAS2 activates circadian gene expression'}"
F8,"{'R-HSA-597592', 'R-HSA-140877', 'R-HSA-9671793', 'R-HSA-76002', 'R-HSA-199991'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Diseases of hemostasis', 'Membrane Trafficking', 'Platelet activation, signaling and aggregation', 'Post-translational protein modification'}"
F9,"{'R-HSA-9671793', 'R-HSA-597592', 'R-HSA-140877'}","{'Formation of Fibrin Clot (Clotting Cascade)', 'Diseases of hemostasis', 'Post-translational protein modification'}"
FA2H,{'R-HSA-556833'},{'Metabolism of lipids'}
FAAH,{'R-HSA-556833'},{'Metabolism of lipids'}
FAAH2,{'R-HSA-556833'},{'Metabolism of lipids'}
FAAP100,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FAAP20,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FAAP24,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FABP1,"{'R-HSA-189445', 'R-HSA-2262752', 'R-HSA-556833'}","{'Metabolism of lipids', 'Metabolism of porphyrins', 'Cellular responses to stress'}"
FABP12,{'R-HSA-556833'},{'Metabolism of lipids'}
FABP2,{'R-HSA-556833'},{'Metabolism of lipids'}
FABP3,{'R-HSA-556833'},{'Metabolism of lipids'}
FABP4,"{'R-HSA-381340', 'R-HSA-556833'}","{'Metabolism of lipids', 'Transcriptional regulation of white adipocyte differentiation'}"
FABP5,"{'R-HSA-9006931', 'R-HSA-556833', 'R-HSA-168249'}","{'Metabolism of lipids', 'Signaling by Nuclear Receptors', 'Innate Immune System'}"
FABP6,"{'R-HSA-9006931', 'R-HSA-556833'}","{'Metabolism of lipids', 'Signaling by Nuclear Receptors'}"
FABP7,"{'R-HSA-157118', 'R-HSA-556833'}","{'Metabolism of lipids', 'Signaling by NOTCH'}"
FABP9,{'R-HSA-556833'},{'Metabolism of lipids'}
FADD,"{'R-HSA-5218859', 'R-HSA-109581', 'R-HSA-9645723', 'R-HSA-168249', 'R-HSA-73887'}","{'Diseases of programmed cell death', 'Regulated Necrosis', 'Death Receptor Signaling', 'Apoptosis', 'Innate Immune System'}"
FADS1,{'R-HSA-556833'},{'Metabolism of lipids'}
FADS2,{'R-HSA-556833'},{'Metabolism of lipids'}
FAF2,"{'R-HSA-9716542', 'R-HSA-168249'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Innate Immune System'}"
FAH,{'R-HSA-71291'},{'Metabolism of amino acids and derivatives'}
FAHD1,{'R-HSA-1428517'},{'The citric acid (TCA) cycle and respiratory electron transport'}
FAM114A2,{'R-HSA-5663202'},{'Diseases of signal transduction by growth factor receptors and second messengers'}
FAM120B,"{'R-HSA-381340', 'R-HSA-556833'}","{'Metabolism of lipids', 'Transcriptional regulation of white adipocyte differentiation'}"
FAM131B,{'R-HSA-5663202'},{'Diseases of signal transduction by growth factor receptors and second messengers'}
FAM135A,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
FAM13A,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
FAM13B,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
FAM169A,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
FAM20A,"{'R-HSA-381426', 'R-HSA-597592'}","{'Post-translational protein modification', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)'}"
FAM20C,"{'R-HSA-381426', 'R-HSA-597592'}","{'Post-translational protein modification', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)'}"
FAM32A,{'R-HSA-72203'},{'Processing of Capped Intron-Containing Pre-mRNA'}
FAM3C,{'R-HSA-76002'},"{'Platelet activation, signaling and aggregation'}"
FAM50A,{'R-HSA-72203'},{'Processing of Capped Intron-Containing Pre-mRNA'}
FAM83A,{'R-HSA-9006934'},{'Signaling by Receptor Tyrosine Kinases'}
FAM83B,"{'R-HSA-9006934', 'R-HSA-9716542'}","{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3', 'Signaling by Receptor Tyrosine Kinases'}"
FAM83D,{'R-HSA-9006934'},{'Signaling by Receptor Tyrosine Kinases'}
FAM91A1,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
FAM98B,{'R-HSA-72306'},{'tRNA processing'}
FAN1,{'R-HSA-6783310'},{'Fanconi Anemia Pathway'}
FANCA,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FANCB,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FANCC,"{'R-HSA-1280215', 'R-HSA-73857', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway', 'RNA Polymerase II Transcription'}"
FANCD2,"{'R-HSA-73857', 'R-HSA-6783310'}","{'RNA Polymerase II Transcription', 'Fanconi Anemia Pathway'}"
FANCE,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FANCF,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FANCG,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FANCI,"{'R-HSA-73857', 'R-HSA-6783310'}","{'RNA Polymerase II Transcription', 'Fanconi Anemia Pathway'}"
FANCL,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FANCM,"{'R-HSA-1280215', 'R-HSA-6783310'}","{'Cytokine Signaling in Immune system', 'Fanconi Anemia Pathway'}"
FAR1,{'R-HSA-556833'},{'Metabolism of lipids'}
FAR2,{'R-HSA-556833'},{'Metabolism of lipids'}
FARP1,{'R-HSA-9716542'},"{'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
FARP2,"{'R-HSA-9716542', 'R-HSA-9675108'}","{'Nervous system development', 'Signaling by Rho GTPases, Miro GTPases and RHOBTB3'}"
FARS2,{'R-HSA-72766'},{'Translation'}
FARSA,{'R-HSA-72766'},{'Translation'}
FARSB,{'R-HSA-72766'},{'Translation'}
FAS,"{'R-HSA-109581', 'R-HSA-73887', 'R-HSA-73857', 'R-HSA-5218859'}","{'Death Receptor Signaling', 'Apoptosis', 'RNA Polymerase II Transcription', 'Regulated Necrosis'}"
FASLG,"{'R-HSA-5218859', 'R-HSA-109581', 'R-HSA-1280215', 'R-HSA-9645723', 'R-HSA-73887', 'R-HSA-73857'}","{'Diseases of programmed cell death', 'RNA Polymerase II Transcription', 'Regulated Necrosis', 'Death Receptor Signaling', 'Apoptosis', 'Cytokine Signaling in Immune system'}"
FASN,"{'R-HSA-9006931', 'R-HSA-556833', 'R-HSA-196854', 'R-HSA-163685'}","{'Metabolism of vitamins and cofactors', 'Metabolism of lipids', 'Signaling by Nuclear Receptors', 'Integration of energy metabolism'}"
FASTKD2,{'R-HSA-9836573'},{'Mitochondrial RNA degradation'}
FASTKD5,{'R-HSA-9836573'},{'Mitochondrial RNA degradation'}
FAU,"{'R-HSA-72766', 'R-HSA-5663205', 'R-HSA-9675108', 'R-HSA-71291', 'R-HSA-72312', 'R-HSA-2262752', 'R-HSA-927802'}","{'Cellular responses to stress', 'Translation', 'rRNA processing', 'Infectious disease', 'Nervous system development', 'Nonsense-Mediated Decay (NMD)', 'Metabolism of amino acids and derivatives'}"
FBF1,{'R-HSA-5617833'},{'Cilium Assembly'}
FBL,{'R-HSA-72312'},{'rRNA processing'}
FBLIM1,{'R-HSA-446728'},{'Cell junction organization'}
FBLN1,{'R-HSA-1566948'},{'Elastic fibre formation'}
FBLN2,{'R-HSA-1566948'},{'Elastic fibre formation'}
FBLN5,{'R-HSA-1566948'},{'Elastic fibre formation'}
FBN1,"{'R-HSA-597592', 'R-HSA-1474228', 'R-HSA-216083', 'R-HSA-9006936', 'R-HSA-381426', 'R-HSA-1566948'}","{'Signaling by TGFB family members', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'Elastic fibre formation', 'Post-translational protein modification', 'Degradation of the extracellular matrix', 'Integrin cell surface interactions'}"
FBN2,"{'R-HSA-1474228', 'R-HSA-1566948'}","{'Degradation of the extracellular matrix', 'Elastic fibre formation'}"
FBN3,"{'R-HSA-1474228', 'R-HSA-1566948'}","{'Degradation of the extracellular matrix', 'Elastic fibre formation'}"
FBP1,{'R-HSA-71387'},{'Metabolism of carbohydrates'}
FBP2,{'R-HSA-71387'},{'Metabolism of carbohydrates'}
FBXL12,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL13,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL14,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL15,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL16,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL17,{'R-HSA-2262752'},{'Cellular responses to stress'}
FBXL18,"{'R-HSA-1280218', 'R-HSA-69278', 'R-HSA-597592'}","{'Post-translational protein modification', 'Cell Cycle, Mitotic', 'Adaptive Immune System'}"
FBXL19,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL20,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL21P,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL22,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL3,"{'R-HSA-1280218', 'R-HSA-391251', 'R-HSA-597592'}","{'Protein folding', 'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL4,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXL5,"{'R-HSA-1280218', 'R-HSA-391251', 'R-HSA-917937', 'R-HSA-597592'}","{'Protein folding', 'Post-translational protein modification', 'Iron uptake and transport', 'Adaptive Immune System'}"
FBXL7,"{'R-HSA-1280218', 'R-HSA-69278', 'R-HSA-597592'}","{'Post-translational protein modification', 'Cell Cycle, Mitotic', 'Adaptive Immune System'}"
FBXL8,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO10,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO11,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO15,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO17,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO2,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO21,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO22,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO27,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO30,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO31,"{'R-HSA-1280218', 'R-HSA-597592'}","{'Post-translational protein modification', 'Adaptive Immune System'}"
FBXO32,"{'R-HSA-1280218', 'R-HSA-73857', 'R-HSA-597592'}","{'Post-translational protein modification', 'RNA Polymerase II Transcription', 'Adaptive Immune System'}"
FBXO4,"{'R-HSA-1280218', 'R-HSA-391251', 'R-HSA-597592'}","{'Protein folding', 'Post-translational protein modification', 'Adaptive Immune System'}"
